material_id,formula,chemsys,elements,nelements,nsites,volume,density,crystal_system,spacegroup_symbol,spacegroup_number,band_gap,is_gap_direct,is_metal,efermi,e_electronic,e_ionic,e_total,n_refractive,weighted_work_function,weighted_surface_energy,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,total_magnetization,total_magnetization_normalized_vol,ordering,num_magnetic_sites,bulk_modulus_vrh,shear_modulus_vrh,universal_anisotropy,homogeneous_poisson,theoretical,deprecated,has_props,possible_species,database_IDs,site_density,is_pv_candidate,is_ibsc_candidate,is_pv_candidate_amp,is_ibsc_candidate_amp,near_hull,gap_category,has_dielectric_data,has_elastic_data,has_experimental_ref,task_ids,regime_calc,estrutura_esperada,usar_em_analise,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
mp-1224876,GaAgSnSe4,Ag-Ga-Se-Sn,"['Ag', 'Ga', 'Se', 'Sn']",4,7,198.99306442523687,5.108139722413814,Tetragonal,I-4,82,0.8816,True,False,1.89351907,,,,,,,-4.082555238571428,-0.673376457648809,0.001912531428572,False,,6.05e-05,3.040306966212397e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ga3+', 'Ag+', 'Se2-', 'Sn4+']",{},0.035177105394193,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),False,False,False,"['mp-1444707', 'mp-1834244', 'mp-1619878', 'mp-1755357', 'mp-2094060', 'mp-1224876', 'mp-2304795']",GGA,kesterita,True,31.0,50.0,19.0,37.714285714285715,6.163265306122449,34.0,65.0,89.0,24.0,82.14285714285714,7.836734693877552,89.0,69.723,118.71,48.986999999999995,87.44874285714286,14.765918367346943,78.96,302.91,1234.93,932.02,574.1314285714286,188.79959183673472,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.285714285714286,0.4081632653061224,4.0,120.0,145.0,25.0,126.57142857142857,8.816326530612244,120.0,1.81,2.55,0.7399999999999998,2.2714285714285714,0.3183673469387754,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,16.33,33.285,16.955,24.593214285714286,3.999693877551021,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,69.42857142857143,64.89795918367346,14.0
mp-1224922,GaCuSnSe4,Cu-Ga-Se-Sn,"['Cu', 'Ga', 'Se', 'Sn']",4,7,182.3761434226593,5.170005322859549,Tetragonal,I-4,82,0.4173,True,False,3.24939152,,,,,,,-15.403285578571428,-0.50585748517857,0.00361307,False,,0.0002468,1.35324717020711e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ga3+', 'Sn4+', 'Se2-']",{},0.0383822130933945,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1621810', 'mp-2426691', 'mp-2110567', 'mp-1750852', 'mp-1224922', 'mp-1828258', 'mp-1385497']",GGA,kesterita,True,29.0,50.0,21.0,35.142857142857146,4.2448979591836755,34.0,64.0,89.0,25.0,82.0,8.0,89.0,63.546,118.71,55.163999999999994,81.11699999999999,10.74085714285714,78.96,302.91,1357.77,1054.86,591.6800000000001,218.88285714285718,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,4.0,5.0,1.0,4.142857142857143,0.24489795918367374,4.0,120.0,139.0,19.0,124.71428571428571,6.1632653061224465,120.0,1.81,2.55,0.7399999999999998,2.267142857142857,0.3232653061224489,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,11.07,33.285,22.214999999999996,23.841785714285717,5.073163265306121,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,69.42857142857143,64.89795918367346,14.0
mp-1228926,AlIn(AgSe2)2,Ag-Al-In-Se,"['Ag', 'Al', 'In', 'Se']",4,8,217.2128511516117,5.147794187247591,Tetragonal,I-4,82,0.508799999999999,True,False,2.23741165,,,,,,,-16.7946558,-0.6360703095312481,0.002148663749999,False,,3.6e-06,1.657360501882666e-08,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ag+', 'Se2-', 'In3+', 'Al3+']",{},0.0368302333751703,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-2307161', 'mp-1385898', 'mp-1637181', 'mp-2098152', 'mp-1228926', 'mp-1751457']",GGA,kesterita,True,13.0,49.0,36.0,36.5,8.375,34.0,65.0,89.0,24.0,79.25,9.75,89.0,26.9815386,114.818,87.83646139999999,84.17199232499999,19.50960575625,78.96,429.75,1234.93,805.1800000000001,726.135,306.23125000000005,494.0,11.0,16.0,5.0,14.0,2.0,16.0,3.0,5.0,2.0,4.25,0.5625,4.0,120.0,145.0,25.0,129.125,11.15625,120.0,1.61,2.55,0.9399999999999997,2.18125,0.3687499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,12.75,3.3125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,16.33,25.92,9.590000000000003,22.135,4.316250000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,108.75,94.75,14.0
mp-1228950,AlGa(CuSe2)2,Al-Cu-Ga-Se,"['Al', 'Cu', 'Ga', 'Se']",4,8,178.5343486583023,5.019132513402924,Tetragonal,I-4,82,0.4356,True,False,3.64424096,,,,,,,-12.80322404875,-0.6638856482812491,0.001106895624999,False,,0.001859499999999,1.0415362724171951e-05,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Ga3+', 'Se2-', 'Al3+']",{},0.0448093045406698,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1403519', 'mp-1751886', 'mp-2110826', 'mp-1618617', 'mp-1831086', 'mp-2303539', 'mp-1228950']",GGA,kesterita,True,13.0,34.0,21.0,29.75,4.5625,34.0,64.0,89.0,25.0,78.875,10.125,89.0,26.9815386,78.96,51.97846139999999,67.454567325,12.072540843749998,78.96,302.91,1357.77,1054.86,740.99,356.51,494.0,11.0,16.0,5.0,14.0,2.0,16.0,3.0,4.0,1.0,3.875,0.21875,4.0,120.0,132.0,12.0,123.375,4.3125,120.0,1.61,2.55,0.9399999999999997,2.1774999999999998,0.37249999999999994,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,12.75,3.3125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.92,14.850000000000001,20.144687500000003,5.7753125,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,99.375,94.21875,14.0
mp-1228963,AlAgSnSe4,Ag-Al-Se-Sn,"['Ag', 'Al', 'Se', 'Sn']",4,7,198.2872589677156,4.768387617941063,Tetragonal,I-4,82,1.1072,True,False,2.05262524,8.04377262,2.9231938433333333,10.966966463333335,2.836154547975127,,,-4.281377921428572,-0.769702025148809,0.0,True,-0.002273737142857,1.6400000000000002e-05,8.270828940486886e-08,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Sn4+', 'Ag+', 'Se2-', 'Al3+']",{},0.0353023186484196,True,False,True,False,True,Janela PV (1.0–1.8 eV),True,False,False,"['mp-1755309', 'mp-1387875', 'mp-1543026', 'mp-1882996', 'mp-2304306', 'mp-2094073', 'mp-1620640', 'mp-2767802', 'mp-1542861', 'mp-1228963']",GGA,kesterita,True,13.0,50.0,37.0,35.142857142857146,7.632653061224491,34.0,65.0,89.0,24.0,82.0,8.0,89.0,26.9815386,118.71,91.72846139999999,81.3428198,18.25501725714286,78.96,494.0,1234.93,740.9300000000001,664.2114285714285,239.9934693877551,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,3.0,5.0,2.0,4.142857142857143,0.4897959183673471,4.0,120.0,145.0,25.0,126.42857142857143,8.89795918367347,120.0,1.61,2.55,0.9399999999999997,2.242857142857143,0.3510204081632652,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,13.142857142857142,3.5102040816326534,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,16.33,33.285,16.955,24.25357142857143,4.484897959183674,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,92.42857142857143,89.63265306122447,14.0
mp-1228980,AlCuGeSe4,Al-Cu-Ge-Se,"['Al', 'Cu', 'Ge', 'Se']",4,7,167.8665791508262,4.73835074893937,Tetragonal,I-4,82,0.8904999999999991,True,False,3.73763322,,,,,,,-4.521867837142858,-0.7430883706249991,0.0,True,-0.002511736964282,0.0002103,1.252780637240768e-06,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ge3+', 'Se2-', 'Cu2+', 'Al3+']",{},0.0416997834554701,False,False,True,False,True,PV ampliado inferior (0.7–1.0 eV),False,False,False,"['mp-1828711', 'mp-1228980']",GGA,kesterita,True,13.0,34.0,21.0,30.0,5.142857142857143,34.0,64.0,89.0,25.0,81.71428571428571,8.326530612244898,89.0,26.9815386,78.96,51.97846139999999,68.42964837142857,13.237645183673466,78.96,494.0,1357.77,863.77,782.6628571428571,329.9004081632653,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,3.0,4.0,1.0,3.857142857142857,0.24489795918367344,4.0,120.0,132.0,12.0,121.85714285714286,2.897959183673472,120.0,1.61,2.55,0.9399999999999997,2.2457142857142856,0.34775510204081633,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,13.142857142857142,3.5102040816326534,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,11.07,25.92,14.850000000000001,22.03357142857143,4.719183673469388,25.92,0.0,0.799,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,104.42857142857143,103.34693877551021,14.0
mp-1229027,AlCuSnSe4,Al-Cu-Se-Sn,"['Al', 'Cu', 'Se', 'Sn']",4,7,181.5890527539548,4.801565692513809,Tetragonal,I-4,82,0.551299999999999,True,False,3.48115986,,,,,,,-4.463928064285715,-0.772785169196429,0.0,True,-0.000305379285713,4.97e-05,2.736949130261796e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Sn4+', 'Se2-', 'Al3+']",{},0.0385485792994619,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1752826', 'mp-1832830', 'mp-2303480', 'mp-1229027', 'mp-1619263', 'mp-1444159', 'mp-2093904']",GGA,kesterita,True,13.0,50.0,37.0,32.57142857142857,6.612244897959185,34.0,64.0,89.0,25.0,81.85714285714286,8.16326530612245,89.0,26.9815386,118.71,91.72846139999999,75.01107694285714,16.998461510204077,78.96,494.0,1357.77,863.77,681.76,265.0628571428571,494.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,3.0,5.0,2.0,4.0,0.2857142857142857,4.0,120.0,139.0,19.0,124.57142857142857,6.244897959183673,120.0,1.61,2.55,0.9399999999999997,2.2385714285714284,0.3559183673469387,2.55,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.7142857142857144,1.4693877551020407,4.0,0.0,10.0,10.0,8.571428571428571,2.448979591836735,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,13.142857142857142,3.5102040816326534,16.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,5.0,5.0,2.4285714285714284,1.1836734693877549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5714285714285716,1.1020408163265307,2.0,11.07,33.285,22.214999999999996,23.502142857142854,5.558367346938778,25.92,0.0,0.799,0.799,0.4565714285714286,0.3913469387755102,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,92.42857142857143,89.63265306122447,14.0
mp-1229046,AlIn(CuSe2)2,Al-Cu-In-Se,"['Al', 'Cu', 'In', 'Se']",4,8,189.8188699437192,5.115242565748683,Tetragonal,I-4,82,0.2407,True,False,3.96220743,,,,,,,-14.182368805,-0.6510536007812491,0.005000698749999,False,,0.0001482,7.80744296096278e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Se2-', 'In3+', 'Al3+']",{},0.0421454410848193,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1229046', 'mp-1754752', 'mp-2105825', 'mp-1621991', 'mp-1827255', 'mp-1389060']",GGA,kesterita,True,13.0,49.0,36.0,32.0,6.25,34.0,64.0,89.0,25.0,79.0,10.0,89.0,26.9815386,114.818,87.83646139999999,73.091442325,16.300197093749993,78.96,429.75,1357.77,928.02,756.845,344.61875,494.0,11.0,16.0,5.0,14.0,2.0,16.0,3.0,5.0,2.0,4.0,0.25,4.0,120.0,142.0,22.0,125.875,7.09375,120.0,1.61,2.55,0.9399999999999997,2.17375,0.3762499999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,12.75,3.3125,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,11.07,25.92,14.850000000000001,20.82,5.960000000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,108.75,94.75,14.0
mp-1232332,ZnCu2SiSe4,Cu-Se-Si-Zn,"['Cu', 'Se', 'Si', 'Zn']",4,8,175.4085450311627,5.078185669069057,Tetragonal,I-4,82,0.5549000000000001,True,False,3.4454038,,,,,,,-4.245922689999999,-0.6375325786718741,0.0,True,-0.011749846249998,2.3300000000000004e-05,1.328327533636436e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Cu+', 'Zn2+', 'Si4+', 'Se2-']",{},0.0456078123136973,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1232332', 'mp-1833861', 'mp-1361626', 'mp-2767925']",GGA,kesterita,True,14.0,34.0,20.0,29.75,4.3125,34.0,64.0,89.0,25.0,78.875,10.125,89.0,28.0855,78.96,50.8745,67.04968749999999,11.910312499999998,78.96,494.0,1687.0,1193.0,883.9024999999999,437.708125,494.0,11.0,16.0,5.0,14.0,2.0,16.0,3.0,4.0,1.0,3.875,0.21875,4.0,111.0,132.0,21.0,122.125,4.9375,120.0,1.65,2.55,0.8999999999999999,2.1937499999999996,0.35624999999999996,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,12.75,3.25,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.5,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.75,0.8125,2.0,11.07,25.92,14.850000000000001,20.027500000000003,5.995625,25.92,0.0,0.799,0.799,0.49612500000000004,0.37209375,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,227.0,213.0,115.875,101.875,14.0
mp-1224265,InGa2(AgSe2)3,Ag-Ga-In-Se,"['Ag', 'Ga', 'In', 'Se']",4,24,645.8579085726095,5.407599258831536,Tetragonal,I-4,82,0.1481,True,False,1.8723520999999992,,,,,,,-16.81784209375,-0.534414168697914,0.003316334166669,False,,0.0001972,3.05330317059716e-07,NM,0,,,,,True,False,"['materials', 'thermo', 'xas', 'grain_boundaries', 'chemenv', 'electronic_structure', 'absorption', 'bandstructure', 'dos', 'magnetism', 'elasticity', 'dielectric', 'piezoelectric', 'surface_properties', 'oxi_states', 'provenance', 'charge_density', 'eos', 'phonon', 'insertion_electrodes', 'substrates']","['Ga3+', 'Ag+', 'Se2-', 'In3+']",{},0.0371598763155841,False,False,False,False,True,Gap estreito (<0.7 eV),False,False,False,"['mp-1892071', 'mp-1224265']",GGA,kesterita,True,31.0,49.0,18.0,38.0,6.333333333333333,34.0,65.0,89.0,24.0,79.33333333333333,9.666666666666666,89.0,69.723,114.818,45.095,87.63571666666667,14.646622222222225,78.96,302.91,1234.93,932.02,642.0300000000001,296.45000000000005,494.0,11.0,16.0,5.0,14.0,2.0,16.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,120.0,145.0,25.0,128.41666666666666,10.555555555555552,120.0,1.78,2.55,0.7699999999999998,2.2075,0.34249999999999997,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.25,1.75,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.0,2.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.25,1.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5,1.25,2.0,16.33,25.92,9.590000000000003,22.207083333333333,4.055069444444445,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,85.5,78.66666666666667,14.0
